record_type	transcription_factor	split	bin_index	bin_left	bin_right	logical_example_count
affinity_histogram	Scr	validation	16	0.32	0.34	282
affinity_histogram	Scr	validation	17	0.34	0.36	230
affinity_histogram	Scr	validation	18	0.36	0.38	218
affinity_histogram	Scr	validation	19	0.38	0.4	171
affinity_histogram	Scr	validation	20	0.4	0.42	146
affinity_histogram	Scr	validation	21	0.42	0.44	110
affinity_histogram	Scr	validation	22	0.44	0.46	99
affinity_histogram	Scr	validation	23	0.46	0.48	83
affinity_histogram	Scr	validation	24	0.48	0.5	70
affinity_histogram	Scr	validation	25	0.5	0.52	80
affinity_histogram	Scr	validation	26	0.52	0.54	39
affinity_histogram	Scr	validation	27	0.54	0.56	41
affinity_histogram	Scr	validation	28	0.56	0.58	45
affinity_histogram	Scr	validation	29	0.58	0.6	38
affinity_histogram	Scr	validation	30	0.6	0.62	25
affinity_histogram	Scr	validation	31	0.62	0.64	26
affinity_histogram	Scr	validation	32	0.64	0.66	21
affinity_histogram	Scr	validation	33	0.66	0.68	14
affinity_histogram	Scr	validation	34	0.68	0.7	16
affinity_histogram	Scr	validation	35	0.7	0.72	14
affinity_histogram	Scr	validation	36	0.72	0.74	5
affinity_histogram	Scr	validation	37	0.74	0.76	6
affinity_histogram	Scr	validation	38	0.76	0.78	7
affinity_histogram	Scr	validation	39	0.78	0.8	8
affinity_histogram	Scr	validation	40	0.8	0.82	8
affinity_histogram	Scr	validation	41	0.82	0.84	5
affinity_histogram	Scr	validation	42	0.84	0.86	4
affinity_histogram	Scr	validation	43	0.86	0.88	2
affinity_histogram	Scr	validation	44	0.88	0.9	3
affinity_histogram	Scr	validation	45	0.9	0.92	1
affinity_histogram	Scr	validation	46	0.92	0.94	1
affinity_histogram	Scr	validation	47	0.94	0.96	0
affinity_histogram	Scr	validation	48	0.96	0.98	1
affinity_histogram	Scr	validation	49	0.98	1	2
affinity_histogram	Ubx	training	0	0	0.02	0
affinity_histogram	Ubx	training	1	0.02	0.04	0
affinity_histogram	Ubx	training	2	0.04	0.06	0
affinity_histogram	Ubx	training	3	0.06	0.08	0
affinity_histogram	Ubx	training	4	0.08	0.1	1
affinity_histogram	Ubx	training	5	0.1	0.12	62
affinity_histogram	Ubx	training	6	0.12	0.14	651
affinity_histogram	Ubx	training	7	0.14	0.16	2085
affinity_histogram	Ubx	training	8	0.16	0.18	3979
affinity_histogram	Ubx	training	9	0.18	0.2	4697
affinity_histogram	Ubx	training	10	0.2	0.22	4194
affinity_histogram	Ubx	training	11	0.22	0.24	3547
affinity_histogram	Ubx	training	12	0.24	0.26	2714
affinity_histogram	Ubx	training	13	0.26	0.28	2154
affinity_histogram	Ubx	training	14	0.28	0.3	1660
affinity_histogram	Ubx	training	15	0.3	0.32	1470
affinity_histogram	Ubx	training	16	0.32	0.34	1192
affinity_histogram	Ubx	training	17	0.34	0.36	1031
affinity_histogram	Ubx	training	18	0.36	0.38	697
affinity_histogram	Ubx	training	19	0.38	0.4	548
affinity_histogram	Ubx	training	20	0.4	0.42	426
affinity_histogram	Ubx	training	21	0.42	0.44	431
affinity_histogram	Ubx	training	22	0.44	0.46	375
affinity_histogram	Ubx	training	23	0.46	0.48	352
affinity_histogram	Ubx	training	24	0.48	0.5	281
affinity_histogram	Ubx	training	25	0.5	0.52	259
affinity_histogram	Ubx	training	26	0.52	0.54	200
affinity_histogram	Ubx	training	27	0.54	0.56	170
affinity_histogram	Ubx	training	28	0.56	0.58	128
affinity_histogram	Ubx	training	29	0.58	0.6	124
affinity_histogram	Ubx	training	30	0.6	0.62	98
affinity_histogram	Ubx	training	31	0.62	0.64	99
affinity_histogram	Ubx	training	32	0.64	0.66	65
affinity_histogram	Ubx	training	33	0.66	0.68	59
affinity_histogram	Ubx	training	34	0.68	0.7	51
affinity_histogram	Ubx	training	35	0.7	0.72	48
affinity_histogram	Ubx	training	36	0.72	0.74	31
affinity_histogram	Ubx	training	37	0.74	0.76	24
affinity_histogram	Ubx	training	38	0.76	0.78	19
affinity_histogram	Ubx	training	39	0.78	0.8	5
affinity_histogram	Ubx	training	40	0.8	0.82	19
affinity_histogram	Ubx	training	41	0.82	0.84	9
affinity_histogram	Ubx	training	42	0.84	0.86	4
affinity_histogram	Ubx	training	43	0.86	0.88	6
affinity_histogram	Ubx	training	44	0.88	0.9	2
affinity_histogram	Ubx	training	45	0.9	0.92	0
affinity_histogram	Ubx	training	46	0.92	0.94	1
affinity_histogram	Ubx	training	47	0.94	0.96	2
affinity_histogram	Ubx	training	48	0.96	0.98	0
affinity_histogram	Ubx	training	49	0.98	1	1
affinity_histogram	Ubx	validation	0	0	0.02	0
affinity_histogram	Ubx	validation	1	0.02	0.04	0
affinity_histogram	Ubx	validation	2	0.04	0.06	0
affinity_histogram	Ubx	validation	3	0.06	0.08	0
affinity_histogram	Ubx	validation	4	0.08	0.1	0
affinity_histogram	Ubx	validation	5	0.1	0.12	8
affinity_histogram	Ubx	validation	6	0.12	0.14	79
affinity_histogram	Ubx	validation	7	0.14	0.16	281
affinity_histogram	Ubx	validation	8	0.16	0.18	519
affinity_histogram	Ubx	validation	9	0.18	0.2	534
affinity_histogram	Ubx	validation	10	0.2	0.22	546
affinity_histogram	Ubx	validation	11	0.22	0.24	437
affinity_histogram	Ubx	validation	12	0.24	0.26	332
affinity_histogram	Ubx	validation	13	0.26	0.28	252
affinity_histogram	Ubx	validation	14	0.28	0.3	232
affinity_histogram	Ubx	validation	15	0.3	0.32	193
affinity_histogram	Ubx	validation	16	0.32	0.34	130
affinity_histogram	Ubx	validation	17	0.34	0.36	141
affinity_histogram	Ubx	validation	18	0.36	0.38	94
affinity_histogram	Ubx	validation	19	0.38	0.4	77
affinity_histogram	Ubx	validation	20	0.4	0.42	63
affinity_histogram	Ubx	validation	21	0.42	0.44	47
affinity_histogram	Ubx	validation	22	0.44	0.46	48
affinity_histogram	Ubx	validation	23	0.46	0.48	43
affinity_histogram	Ubx	validation	24	0.48	0.5	37
affinity_histogram	Ubx	validation	25	0.5	0.52	22
affinity_histogram	Ubx	validation	26	0.52	0.54	26
affinity_histogram	Ubx	validation	27	0.54	0.56	18
affinity_histogram	Ubx	validation	28	0.56	0.58	14
affinity_histogram	Ubx	validation	29	0.58	0.6	10
affinity_histogram	Ubx	validation	30	0.6	0.62	6
affinity_histogram	Ubx	validation	31	0.62	0.64	13
affinity_histogram	Ubx	validation	32	0.64	0.66	13
affinity_histogram	Ubx	validation	33	0.66	0.68	7
affinity_histogram	Ubx	validation	34	0.68	0.7	6
affinity_histogram	Ubx	validation	35	0.7	0.72	3
affinity_histogram	Ubx	validation	36	0.72	0.74	1
affinity_histogram	Ubx	validation	37	0.74	0.76	1
affinity_histogram	Ubx	validation	38	0.76	0.78	3
affinity_histogram	Ubx	validation	39	0.78	0.8	2
affinity_histogram	Ubx	validation	40	0.8	0.82	2
affinity_histogram	Ubx	validation	41	0.82	0.84	3
affinity_histogram	Ubx	validation	42	0.84	0.86	1
affinity_histogram	Ubx	validation	43	0.86	0.88	0
affinity_histogram	Ubx	validation	44	0.88	0.9	1
affinity_histogram	Ubx	validation	45	0.9	0.92	2
affinity_histogram	Ubx	validation	46	0.92	0.94	0
affinity_histogram	Ubx	validation	47	0.94	0.96	1
affinity_histogram	Ubx	validation	48	0.96	0.98	1
affinity_histogram	Ubx	validation	49	0.98	1	1
test_count	AbdA	test				2503
test_count	AbdB	test				4144
test_count	Antp	test				3077
test_count	Dfd	test				2661
test_count	Lab	test				3250
test_count	Pb	test				22806
test_count	Scr	test				3450
test_count	Ubx	test				4250
